BREAK_DATE,BREAK_YEAR,LON,LAT
2005/01/18,2005,-79.4398737357,43.7485408504
1996/01/03,1996,-79.5089666759,43.7485565926
2010/01/07,2010,-79.4919375082,43.7486101748
2006/02/06,2006,-79.4394411135,43.7486327381
2004/01/28,2004,-79.5091563601,43.7486457071
1997/11/02,1997,-79.5068547658,43.748657413
1994/02/27,1994,-79.439311205,43.7486603319
1992/02/06,1992,-79.509214141,43.7486728499
2005/01/29,2005,-79.4436760939,43.7486793483
2016/11/22,2016,-79.5179361459,43.7486831663
2003/10/06,2003,-79.4390521949,43.7487153488
1997/07/02,1997,-79.5066802437,43.748728741
2009/01/19,2009,-79.438988779,43.7487288202
1997/08/04,1997,-79.5066636806,43.7487347731
1991/03/19,1991,-79.492929512,43.7487384707
2007/01/25,2007,-79.4929275004,43.7487389116
2002/12/21,2002,-79.4928998472,43.7487450487
2001/02/11,2001,-79.5066198766,43.7487508345
1993/01/14,1993,-79.4388736385,43.7487532777
1996/02/05,1996,-79.4388588467,43.7487564205
2014/02/11,2014,-79.4895094308,43.7487677255
2007/11/23,2007,-79.4387352592,43.7487826671
1999/04/17,1999,-79.4341579655,43.7487983829
1997/04/28,1997,-79.4490949167,43.7488197029
2012/08/15,2012,-79.4437344197,43.7488214647
2016/10/23,2016,-79.4931658729,43.7488214825
1993/09/07,1993,-79.5006579176,43.7488354384
1990/02/08,1990,-79.445991328,43.7488552612
2010/12/13,2010,-79.4874756691,43.748856413
1990/08/24,1990,-79.4544244472,43.7488631682
1991/03/04,1991,-79.4543948153,43.7488696104
2000/02/01,2000,-79.5062534137,43.7488770312
1991/08/15,1991,-79.4542814667,43.7488942651
1994/01/13,1994,-79.4921872174,43.7489054949
2011/01/25,2011,-79.5169301208,43.7489068911
2004/02/18,2004,-79.4452363998,43.7489260306
2011/02/02,2011,-79.5060585396,43.7489275326
2001/10/18,2001,-79.443782462,43.7489385209
2007/03/11,2007,-79.5097470653,43.7489389149
1991/01/09,1991,-79.43799192,43.74894178
1992/02/13,1992,-79.4919831307,43.748952144
1995/04/28,1995,-79.5237142052,43.7489545435
1993/10/08,1993,-79.5108552577,43.7489641368
1998/08/09,1998,-79.5154731248,43.7489877725
1993/08/06,1993,-79.5155057888,43.7489907879
2005/08/01,2005,-79.4917585562,43.7490034454
1990/12/19,1990,-79.4537653365,43.7490065179
1996/02/25,1996,-79.4328302493,43.7490084264
1999/01/26,1999,-79.4310159727,43.7490220797
2007/01/16,2007,-79.4375653335,43.7490344565
1994/02/15,1994,-79.453592135,43.749044341
2009/10/08,2009,-79.4915637798,43.7490475668
2006/12/08,2006,-79.4875237664,43.7490532716
1994/01/27,1994,-79.4438368422,43.7490710017
2002/12/11,2002,-79.4914205895,43.7490799966
1993/07/03,1993,-79.5228978348,43.7490888323
2015/03/15,2015,-79.4584228777,43.7491104305
2011/03/25,2011,-79.4586391367,43.7491180349
1991/12/08,1991,-79.4532065619,43.7491272526
1995/08/05,1995,-79.523470378,43.7491352746
2005/12/18,2005,-79.4564802365,43.7491653874
2002/12/01,2002,-79.4909822768,43.7491791593
1991/09/28,1991,-79.4438900331,43.7492005925
1994/02/16,1994,-79.4908246037,43.7492133704
2007/04/13,2007,-79.4586808636,43.7492212757
1995/02/24,1995,-79.5268907759,43.7492284753
2006/12/07,2006,-79.487565004,43.7492338135
1994/07/30,1994,-79.5221373846,43.7492548239
2000/04/01,2000,-79.4905310736,43.7492796245
1992/05/18,1992,-79.5219994212,43.7492849411
1999/01/03,1999,-79.4565450399,43.749325805
1991/11/07,1991,-79.4903133997,43.7493285024
1994/02/15,1994,-79.4436747616,43.7493521708
1994/01/19,1994,-79.4572064204,43.7493725781
2006/03/06,2006,-79.5237131737,43.7493742701
2004/01/17,2004,-79.5029672966,43.7493781278
1994/10/22,1994,-79.5215462653,43.7493838644
2007/07/04,2007,-79.490007378,43.7493890646
1991/01/09,1991,-79.4434753799,43.7493959473
2015/03/07,2015,-79.4570244005,43.7494117997
2001/08/29,2001,-79.489788118,43.749414338
2013/02/28,2013,-79.4567464104,43.7494714468
2005/09/07,2005,-79.510633771,43.7495254535
2007/01/24,2007,-79.4500523553,43.7495256527
2007/01/16,2007,-79.4884536285,43.7495830166
1991/03/29,1991,-79.5237347705,43.7495947324
1993/01/14,1993,-79.4882508935,43.749608209
1991/02/21,1991,-79.4895673357,43.7496170703
2002/12/20,2002,-79.4881516555,43.7496205307
1991/11/16,1991,-79.4895670739,43.7496262515
2015/01/22,2015,-79.4878978112,43.749652071
2002/01/25,2002,-79.5236981193,43.7496930331
1991/08/01,1991,-79.5198192305,43.7497616934
1995/01/03,1995,-79.4537572313,43.7497641681
2000/12/25,2000,-79.4895625869,43.7497789122
2005/06/30,2005,-79.4955133158,43.7497938526
2001/05/25,2001,-79.4500306234,43.7498161693
2014/02/28,2014,-79.4895622587,43.7498277439
1998/04/12,1998,-79.5236227978,43.7498420365
1998/07/01,1998,-79.5194450728,43.7498429295
1995/04/29,1995,-79.5193842465,43.7498561354
1999/06/03,1999,-79.5192225764,43.7498912399
2015/04/20,2015,-79.495431736,43.749892244
2012/09/12,2012,-79.5267984569,43.7499060681
2013/01/31,2013,-79.5005472884,43.749917988
2010/01/12,2010,-79.4409807707,43.749935997
1994/11/30,1994,-79.5190116262,43.7499371444
2013/02/08,2013,-79.5004391313,43.7499420758
1993/03/02,1993,-79.4469165559,43.7499887761
2001/03/10,2001,-79.4406641472,43.7500063288
1991/01/06,1991,-79.4491047815,43.7500152876
1995/10/09,1995,-79.5185739561,43.750032681
1991/11/25,1991,-79.4404847668,43.7500456193
1997/10/20,1997,-79.5185142342,43.7500457151
1994/01/07,1994,-79.5184994217,43.7500489488
1998/12/20,1998,-79.5022344526,43.7500495762
2016/10/25,2016,-79.4503498782,43.7500771473
1994/02/12,1994,-79.5029314839,43.7500790477
1991/01/13,1991,-79.5029437145,43.7500791822
2016/10/26,2016,-79.4938685029,43.7500871754
2010/03/01,2010,-79.440149855,43.7501179123
2000/12/15,2000,-79.4589273902,43.7501233675
1995/11/10,1995,-79.4536526299,43.7501417202
1997/12/06,1997,-79.4503865434,43.7501430092
1995/12/19,1995,-79.5157925946,43.7501455005
1999/09/13,1999,-79.4503891101,43.750147619
1995/02/19,1995,-79.453608218,43.7501512977
1994/09/12,1994,-79.4503968102,43.7501614577
2010/03/20,2010,-79.4539246323,43.7501692826
1997/11/03,1997,-79.502241235,43.7501907354
1998/02/07,1998,-79.5022419189,43.7501991786
1995/11/03,1995,-79.4585481478,43.7502034221
1995/03/05,1995,-79.4572508662,43.750205192
2003/02/27,2003,-79.4539425125,43.7502126233
2001/07/23,2001,-79.4651077566,43.7502177764
2002/08/01,2002,-79.457265729,43.7502240998
2001/01/14,2001,-79.4531998538,43.7502393721
2013/09/05,2013,-79.4990635956,43.7502488519
1990/02/21,1990,-79.5039341757,43.7502490907
2006/01/14,2006,-79.4582140729,43.7502735985
1993/05/14,1993,-79.49888902,43.750287719
1993/01/02,1993,-79.4476947629,43.7503153319
1993/02/11,1993,-79.4528293059,43.7503192966
1991/12/09,1991,-79.4475487951,43.7503462487
1992/02/21,1992,-79.4475340033,43.7503493835
2013/03/16,2013,-79.4573318974,43.750351998
2007/10/26,2007,-79.5022546013,43.7503572511
1994/01/27,1994,-79.4526458947,43.7503588541
1998/08/28,1998,-79.4540061246,43.7503667966
2011/12/05,2011,-79.4576883467,43.7503840391
1992/07/11,1992,-79.4473651957,43.7503850245
2003/09/03,2003,-79.4573449757,43.7503859159
2001/12/29,2001,-79.4388618845,43.7503966868
1999/01/14,1999,-79.4388470673,43.7503999287
1999/03/16,1999,-79.4388322502,43.7504031706
1993/07/20,1993,-79.4575062028,43.7504226516
2009/12/30,2009,-79.4505425709,43.7504232855
2001/02/19,2001,-79.4574913991,43.750425833
2015/03/10,2015,-79.4896462056,43.7504521148
2007/07/11,2007,-79.4469370882,43.7504793262
2005/03/12,2005,-79.4540554327,43.7504862999
2006/12/17,2006,-79.4468193383,43.7505045935
2004/01/18,2004,-79.4468045342,43.7505077733
1995/01/06,1995,-79.4424388917,43.750510295
1999/03/15,1999,-79.4519309282,43.7505130584
1991/01/29,1991,-79.4940954971,43.7505200407
2007/08/22,2007,-79.5107000317,43.7505334244
2009/01/14,2009,-79.4382293473,43.75053407
1996/01/23,1996,-79.4896301508,43.7505687156
2004/05/27,2004,-79.4464784087,43.7505777629
1990/02/26,1990,-79.4464488005,43.7505841133
2011/03/02,2011,-79.4379678863,43.750590144
1999/07/28,1999,-79.5023047789,43.7505953534
2004/09/02,2004,-79.4515413399,43.7505970994
1999/07/22,1999,-79.5023071512,43.7506011862
2001/02/12,2001,-79.4420134383,43.7506014951
2004/01/30,2004,-79.4463434576,43.7506067213
1992/06/27,1992,-79.450648673,43.7506138739
1993/12/24,1993,-79.4936892024,43.7506142863
1990/01/05,1990,-79.4541138389,43.7506278599
1997/05/04,1997,-79.4506563975,43.7506285406
2000/12/24,2000,-79.4513760109,43.7506327639
2005/12/19,2005,-79.4461990054,43.7506377185
2008/02/17,2008,-79.4461698691,43.7506439701
1999/02/08,1999,-79.4376954284,43.7506485746
2005/11/07,2005,-79.4973215113,43.7506699079
2005/10/12,2005,-79.497306573,43.7506751011
2000/12/16,2000,-79.5023356063,43.7506756894
1998/08/28,1998,-79.4460190953,43.7506763233
1997/08/03,1997,-79.4972916347,43.7506802854
1993/01/11,1993,-79.4971306654,43.7507445852
1997/12/22,1997,-79.4413365891,43.7507482064
2011/12/23,2011,-79.4930667682,43.7507530149
1998/05/21,1998,-79.4971083757,43.7507542968
1994/01/30,1994,-79.4896044655,43.7507551383
1992/01/08,1992,-79.4455705856,43.7507732393
2014/02/16,2014,-79.492973933,43.7507737157
1999/01/17,1999,-79.4411156743,43.7507955606
1998/01/15,1998,-79.5023910116,43.7507996451
1997/11/06,1997,-79.5231374806,43.7508088443
1999/01/14,1999,-79.4409071046,43.750840256
2003/02/24,2003,-79.4407087562,43.7508827689
2005/02/09,2005,-79.4450572188,43.7508842808
2006/12/16,2006,-79.4999773615,43.75088859
1994/02/16,1994,-79.4450275979,43.7508906847
1999/04/07,1999,-79.5159178239,43.7509035607
1993/03/13,1993,-79.4923221918,43.7509190538
1993/12/13,1993,-79.4448893296,43.7509205936
2005/02/07,2005,-79.489580321,43.7509304267
2000/02/21,2000,-79.4996328548,43.7509613085
2000/02/13,2000,-79.4995733905,43.7509758109
2004/01/22,2004,-79.4400516202,43.7510243338
2006/12/26,2006,-79.4917982022,43.7510389694
2011/01/18,2011,-79.4540897849,43.7510485623
1999/12/15,1999,-79.5001129046,43.7510536026
2002/04/23,2002,-79.5029834627,43.7510699583
2006/02/22,2006,-79.4895564629,43.751097461
1993/02/14,1993,-79.4914498131,43.7511171706
2003/08/27,2003,-79.5229820595,43.7511180904
1994/01/30,1994,-79.4473800331,43.7511376654
1997/04/16,1997,-79.4592966974,43.7511639493
1991/05/22,1991,-79.4591206779,43.7512007052
2011/01/07,2011,-79.4946402238,43.751208149
1999/06/28,1999,-79.5229290774,43.7512235041
2000/02/07,2000,-79.5229236303,43.7512343425
2002/12/27,2002,-79.5043807053,43.7512350709
2003/08/16,2003,-79.4589506071,43.7512362117
2011/11/05,2011,-79.5124442294,43.7512523335
2006/11/05,2006,-79.438953085,43.7512614678
2004/07/02,2004,-79.4902533039,43.7512829363
1993/12/08,1993,-79.4474405061,43.7512857838
2007/10/11,2007,-79.4510232337,43.7513015332
2007/04/10,2007,-79.4586110608,43.751307107
1992/12/11,1992,-79.4387098117,43.7513135332
2002/09/16,2002,-79.4386950442,43.7513165861
2012/08/15,2012,-79.4510409128,43.7513324384
2000/12/27,2000,-79.4988443867,43.7513367156
2007/05/11,2007,-79.5160281812,43.7513456194
1990/07/15,1990,-79.4584109217,43.7513488943
1997/07/09,1997,-79.5244529517,43.7513554607
2004/01/25,2004,-79.452655045,43.7513610052
1994/01/07,1994,-79.4984554286,43.7513853413
2011/02/05,2011,-79.5133316292,43.7513945921
1994/02/04,1994,-79.4477626833,43.751401075
1999/12/01,1999,-79.4382846968,43.7514013454
1998/11/22,1998,-79.5028475746,43.7514125645
2005/08/26,2005,-79.4381789271,43.7514231995
1994/03/27,1994,-79.4424008783,43.7514481658
2004/08/17,2004,-79.498676156,43.7514865227
2000/10/28,2000,-79.4513217356,43.7515029876
1992/11/30,1992,-79.5060803768,43.7515286695
1991/01/02,1991,-79.5060735362,43.7515389134
1991/03/12,1991,-79.447544488,43.7515400212
1997/10/02,1997,-79.5241048241,43.7515502035
2006/10/25,2006,-79.4988259903,43.7515529479
2013/12/14,2013,-79.4517494637,43.7515580414
2005/02/05,2005,-79.4418593118,43.7515629638
2013/02/15,2013,-79.4952932637,43.7515913111
2009/02/01,2009,-79.4417100464,43.7515947446
1993/04/10,1993,-79.4417051528,43.7515957875
1991/01/15,1991,-79.4468562083,43.751596678
1991/01/21,1991,-79.4894770031,43.7516566671
2001/09/11,2001,-79.4465805521,43.7516572838
2000/12/22,2000,-79.5161231127,43.7517264374
1998/11/20,1998,-79.51612489,43.751733584
1995/01/21,1995,-79.4409147419,43.7517642486
1998/09/29,1998,-79.5005132148,43.7517842216
2013/01/23,2013,-79.503362629,43.7517851157
2007/12/04,2007,-79.4407949855,43.7517897792
2009/09/25,2009,-79.5127819186,43.7517898552
2007/09/11,2007,-79.4407897565,43.7517908927
2000/09/25,2000,-79.4407612147,43.7517969722
2007/01/14,2007,-79.4407310334,43.751803411
1991/02/15,1991,-79.4406318448,43.75182455
2005/02/25,2005,-79.4404754854,43.7518578749
2007/10/11,2007,-79.4404590657,43.7518613772
1996/12/29,1996,-79.4993854155,43.7518777359
1994/01/15,1994,-79.4476841112,43.7518798328
1995/03/02,1995,-79.4403015509,43.7518949443
1999/12/13,1999,-79.5006020787,43.7519036954
2012/10/21,2012,-79.4960334207,43.7519141321
1991/11/15,1991,-79.496103758,43.7519307443
1991/10/02,1991,-79.4964092052,43.7519757255
2007/02/08,2007,-79.4952778142,43.7519854251
1994/01/12,1994,-79.4477293053,43.7519905434
1991/05/07,1991,-79.5038533566,43.7520472139
2000/09/01,2000,-79.4394670239,43.7520676677
2006/10/13,2006,-79.5218869238,43.7520770909
2000/12/10,2000,-79.4446375661,43.7520799485
1991/09/15,1991,-79.5218721109,43.7520803252
2007/12/05,2007,-79.4516807906,43.7520835824
1994/11/07,1994,-79.4995768419,43.7520940599
2002/05/30,2002,-79.5215180175,43.7521576869
2002/02/16,2002,-79.4547697083,43.7521578406
2000/12/17,2000,-79.4389647932,43.7521770622
1993/10/14,1993,-79.5033504968,43.752185303
2000/05/01,2000,-79.4440359035,43.7522086394
1999/03/06,1999,-79.4435935599,43.7523032451
1990/11/29,1990,-79.5026391947,43.7523548599
2001/03/06,2001,-79.443304443,43.7523650781
1993/05/19,1993,-79.437952685,43.7523932718
1997/02/05,1997,-79.520121258,43.7524657112
2001/09/22,2001,-79.5163208505,43.7525196064
1996/11/22,1996,-79.5163226279,43.752526744
2000/11/15,2000,-79.4528064851,43.7525765085
1991/01/04,1991,-79.4479762898,43.7526006889
1992/12/09,1992,-79.4421318811,43.7526148744
1999/01/17,1999,-79.4419832715,43.7526462694
2014/02/11,2014,-79.5163546649,43.7526552439
2007/02/08,2007,-79.4574714558,43.7526695698
1994/12/02,1994,-79.5000036064,43.752671049
1994/02/17,1994,-79.495433034,43.752705167
1992/12/27,1992,-79.500989148,43.7527361093
2003/08/09,2003,-79.5163919845,43.7528046615
2002/12/12,2002,-79.4580650905,43.7528167734
1995/12/29,1995,-79.500589328,43.7528240129
2015/02/19,2015,-79.4576136113,43.7528379954
2014/02/05,2014,-79.4515527371,43.7528381007
1994/01/27,1994,-79.5005188459,43.7528395139
1993/03/22,1993,-79.448086422,43.7528677833
2015/03/05,2015,-79.4586214079,43.7528693729
2012/12/06,2012,-79.5129026963,43.7528710644
2004/11/16,2004,-79.5001586101,43.7528791142
2009/03/02,2009,-79.4576185143,43.7529010063
1993/02/07,1993,-79.5215065739,43.7529114672
2012/12/18,2012,-79.4509866879,43.7529583998
2012/01/31,2012,-79.5071695625,43.7529705004
1990/11/26,1990,-79.4572998556,43.7529869658
1996/06/12,1996,-79.5203326452,43.7529979181
1998/01/18,1998,-79.4402529995,43.753016907
2011/03/21,2011,-79.5069415274,43.7530284401
2014/01/14,2014,-79.512968511,43.7530419978
1993/03/01,1993,-79.4569855361,43.7530531591
2015/11/25,2015,-79.4831274726,43.7530707011
1994/07/16,1994,-79.45875083,43.7530839502
1999/11/22,1999,-79.5203962634,43.7531493282
1996/03/27,1996,-79.4394854884,43.7531735443
2007/02/21,2007,-79.5015555334,43.753176449
1993/02/08,1993,-79.506418159,43.7531870093
1994/01/13,1994,-79.4949112299,43.7532384832
1996/01/14,1996,-79.5113781527,43.7533205664
2001/04/26,2001,-79.5016415574,43.7533215568
2004/12/19,2004,-79.5113716358,43.7533314319
2001/01/07,2001,-79.5131319402,43.7533343837
2005/01/29,2005,-79.5058889262,43.7533578271
1990/12/10,1990,-79.4885701842,43.7533879777
2001/11/06,2001,-79.5057011701,43.7534204974
2004/11/30,2004,-79.511312598,43.7534275739
1994/02/01,1994,-79.4382686959,43.7534301215
1996/03/02,1996,-79.5049157028,43.7534635909
1994/12/20,1994,-79.4381047571,43.7534649588
1996/07/05,1996,-79.5205274792,43.753466306
2007/01/24,2007,-79.4606285114,43.7536480529
2015/04/11,2015,-79.505093935,43.7536484187
1994/01/04,1994,-79.50094584,43.7536881478
1994/02/01,1994,-79.4539683148,43.7536935113
2001/04/11,2001,-79.4927312991,43.7537100946
2011/11/03,2011,-79.4578227458,43.753724391
1994/05/27,1994,-79.500341316,43.7537328757
2008/02/16,2008,-79.5003308478,43.7537349912
1993/07/11,1993,-79.4455874556,43.7537497638
1993/01/12,1993,-79.4427674051,43.7538089045
2015/01/07,2015,-79.4921136207,43.7538147618
2000/11/20,2000,-79.4886754974,43.7538289041
2000/06/01,2000,-79.4886841339,43.7538649646
2005/04/27,2005,-79.4456348512,43.7538657329
1990/06/20,1990,-79.4570870348,43.7538684256
1993/12/17,1993,-79.4886858587,43.7538721839
1993/12/18,1993,-79.488687596,43.7538794031
2005/08/18,2005,-79.5166647653,43.7538888339
2003/08/04,2003,-79.4886910581,43.7538938417
1997/05/30,1997,-79.5147080845,43.7539313015
2000/02/13,2000,-79.5017016566,43.7539341152
1997/12/08,1997,-79.5017082133,43.7539359692
2003/01/22,2003,-79.4566845028,43.7539548306
2014/01/29,2014,-79.4952093393,43.7540142501
2014/03/10,2014,-79.4602743118,43.7540248406
1998/11/08,1998,-79.5021026669,43.754031
2014/04/02,2014,-79.4602210357,43.7540362349
1995/12/29,1995,-79.460705075,43.7540616775
2004/04/20,2004,-79.4457662203,43.7540756437
1996/01/13,1996,-79.4948735514,43.7540877587
1992/12/08,1992,-79.5074019075,43.7540907023
1998/06/07,1998,-79.4837719239,43.754091797
1993/07/23,1993,-79.5029329836,43.7540929723
2003/02/12,2003,-79.4457177558,43.7541009327
2013/04/23,2013,-79.5135651571,43.7541011406
1999/01/19,1999,-79.5031549695,43.7541042566
1994/12/20,1994,-79.5147910593,43.75412781
1993/11/26,1993,-79.5036011148,43.754128822
2013/09/18,2013,-79.5037438484,43.7541364385
2007/02/19,2007,-79.5038034691,43.7541396201
2013/05/14,2013,-79.4607402907,43.754145491
2016/12/12,2016,-79.5041292301,43.7541569936
1997/01/21,1997,-79.5148085788,43.7541694214
1991/12/19,1991,-79.4912684152,43.7542025426
2009/01/14,2009,-79.455486792,43.754208501
1994/11/03,1994,-79.4912602555,43.7542132535
1999/12/25,1999,-79.4482739988,43.7542170871
2011/01/13,2011,-79.5053688292,43.7542280238
2002/08/28,2002,-79.4810816506,43.7542302561
2013/01/11,2013,-79.5071444528,43.7542572347
1995/01/31,1995,-79.4940710015,43.7542659084
2001/02/02,2001,-79.5167603266,43.7542686484
2011/11/06,2011,-79.4849424009,43.7542873027
2015/08/10,2015,-79.4380569522,43.7543151287
2005/09/07,2005,-79.5043985329,43.7543494335
1990/01/11,1990,-79.5069701476,43.7543699914
1992/12/09,1992,-79.4547186702,43.7543713952
1994/02/13,1994,-79.49359028,43.7543719978
1992/09/16,1992,-79.4241913547,43.754407685
2005/01/27,2005,-79.4545428509,43.7544086748
2005/01/20,2005,-79.4933382893,43.754427368
2014/03/26,2014,-79.4543219442,43.7544521533
1992/01/18,1992,-79.4503138999,43.7544769672
2001/01/01,2001,-79.4541222724,43.7544914426
1990/09/26,1990,-79.4541190183,43.7544920805
1996/01/08,1996,-79.4540895953,43.754497866
2003/12/15,2003,-79.4886649475,43.754539845
2008/12/06,2008,-79.514968425,43.7545486089
2007/07/16,2007,-79.4836629715,43.7545718811
2011/02/04,2011,-79.463462718,43.7545868243
1992/10/21,1992,-79.4609264311,43.7545885823
2015/03/02,2015,-79.4609264311,43.7545885823
1998/11/27,1998,-79.4381358159,43.7546288201
2012/07/25,2012,-79.5225546487,43.7546309858
2012/10/21,2012,-79.4459378208,43.7546334267
1994/12/22,1994,-79.5065465928,43.7546439596
1995/03/03,1995,-79.4833089946,43.7546509799
2000/02/22,2000,-79.5065335057,43.7546524217
2011/02/09,2011,-79.4881860118,43.7546533283
1997/02/23,1997,-79.4945197395,43.75467543
1999/12/30,1999,-79.4434736434,43.7547195908
2004/10/10,2004,-79.5150435654,43.7547264706
2011/08/24,2011,-79.5237411616,43.7547321364
2015/08/10,2015,-79.453446446,43.7547326526
1991/03/21,1991,-79.4434868871,43.7547528393
2003/02/22,2003,-79.4626410621,43.7547661024
2010/06/15,2010,-79.5218782816,43.754784334
2004/11/08,2004,-79.501737635,43.7548061422
1993/09/15,1993,-79.5019270699,43.75481294
1999/07/14,1999,-79.5023179231,43.7548269303
1997/01/27,1997,-79.4911004637,43.7548399262
1994/02/23,1994,-79.5061780518,43.7548632124
1994/08/04,1994,-79.4822907283,43.7548793923
1992/03/09,1992,-79.5040440676,43.7548864199
1993/03/29,1993,-79.4254679098,43.7548915391
1992/11/29,1992,-79.5042433942,43.7548925381
1996/12/02,1996,-79.425470337,43.7548971664
1990/09/24,1990,-79.4403428922,43.7549139657
2014/02/18,2014,-79.4417073701,43.7549453594
2005/02/11,2005,-79.4476411168,43.7549492242
2011/02/18,2011,-79.4856245992,43.7549518506
2010/12/17,2010,-79.4416154355,43.7549650644
2014/02/11,2014,-79.4616599401,43.7549804646
2006/09/30,2006,-79.495986235,43.7549847105
2005/02/01,2005,-79.4959888054,43.7549890762
1994/08/16,1994,-79.4817646796,43.7549970816
2002/11/15,2002,-79.5053968449,43.7549977968
2008/12/30,2008,-79.4856506265,43.7550117053
1992/09/03,1992,-79.447341334,43.7550133327
1991/08/13,1991,-79.4856530344,43.7550168095
2011/07/04,2011,-79.425532098,43.7550420912
1993/07/03,1993,-79.4865473858,43.7550475144
1991/02/10,1991,-79.4865324834,43.7550511579
1995/12/09,1995,-79.447097654,43.7550655301
1996/11/25,1996,-79.5169704775,43.755092953
1991/11/16,1991,-79.446897684,43.7551083657
2007/12/24,2007,-79.5139913363,43.7551110882
1991/02/18,1991,-79.4862486051,43.7551205728
1992/12/27,1992,-79.4532861328,43.7551330934
1997/11/06,1997,-79.4695577015,43.7551617009
1999/03/21,1999,-79.4938774439,43.7551620103
2002/09/12,2002,-79.4465795344,43.7551765196
1997/06/02,1997,-79.4240811784,43.7551773023
2015/01/15,2015,-79.4240105143,43.7551931607
1995/08/13,1995,-79.480756158,43.7552230928
2013/10/23,2013,-79.4923663174,43.7552419347
2008/03/22,2008,-79.4561895333,43.7552541645
1991/02/03,1991,-79.505316558,43.7552665717
2015/05/06,2015,-79.4603256303,43.7552762192
1995/03/12,1995,-79.4460180713,43.7552913915
2001/12/16,2001,-79.4447597652,43.7553084306
1991/11/30,1991,-79.4447621815,43.7553141206
1999/12/31,1999,-79.441474822,43.7553252572
2006/01/03,2006,-79.4456341509,43.7553757135
1994/10/28,1994,-79.4636237955,43.7553849648
1993/05/21,1993,-79.4928926837,43.7553981876
2006/03/11,2006,-79.4596532211,43.7554245143
2011/12/01,2011,-79.5228821601,43.7554344294
2011/02/01,2011,-79.444819722,43.755444933
2011/06/07,2011,-79.5228324614,43.7554455589
2009/01/13,2009,-79.4487701293,43.7554686531
1999/01/12,1999,-79.4594295205,43.7554731196
2013/07/06,2013,-79.4378482368,43.755490671
2003/05/03,2003,-79.4450842483,43.7554919893
2000/12/04,2000,-79.4511281836,43.7554987419
1993/12/13,1993,-79.4511133907,43.7555018682
1994/01/19,1994,-79.5052408397,43.7555259764
2003/06/19,2003,-79.5224564916,43.7555297415
1992/03/01,1992,-79.4629080877,43.7555400313
1992/01/25,1992,-79.4257420972,43.7555412449
1994/01/24,1994,-79.4509170831,43.7555433802
1992/03/01,1992,-79.4246796129,43.7555638019
1995/01/07,1995,-79.4627185436,43.7555812273
1993/10/28,1993,-79.4513395419,43.7555962875
1992/01/29,1992,-79.5010170392,43.7556000362
2014/01/07,2014,-79.4626271699,43.7556010882
1995/01/29,1995,-79.4268216628,43.7556044744
2011/10/17,2011,-79.5210077529,43.7556069636
2010/03/20,2010,-79.4373025678,43.7556138775
2015/03/02,2015,-79.5012262382,43.7556170927
2015/04/29,2015,-79.4444721919,43.7556247046
1990/11/26,1990,-79.4505237096,43.755626583
2006/03/15,2006,-79.4745253345,43.7556271085
2015/02/24,2015,-79.462475533,43.7556340473
2014/04/28,2014,-79.4371977067,43.7556375565
2005/08/23,2005,-79.5240291888,43.7556386024
2004/09/14,2004,-79.5210174544,43.7556448623
2005/10/18,2005,-79.4371007194,43.7556594515
1995/03/03,1995,-79.480451507,43.7556665082
2003/03/19,2003,-79.500980233,43.7556712006
1991/12/24,1991,-79.5019415921,43.7556808536
2002/01/12,2002,-79.4430186324,43.755688159
1990/01/30,1990,-79.4430303674,43.755688615
2012/02/15,2012,-79.5021466793,43.755693794
2003/08/10,2003,-79.4432148867,43.7556957368
1998/01/16,1998,-79.4437697365,43.7557170382
1991/07/21,1991,-79.5029372361,43.7557241809
2015/03/16,2015,-79.4619762801,43.7557429188
2007/07/11,2007,-79.4804692341,43.7557578297
1998/12/24,1998,-79.4247617524,43.7557596412
2002/07/16,2002,-79.5171448989,43.755767329
2011/02/07,2011,-79.4951091041,43.7557695865
2001/02/18,2001,-79.5044119,43.7557791846
1993/12/28,1993,-79.4618087034,43.7557799207
1990/12/10,1990,-79.4909514894,43.7557801159
2016/12/19,2016,-79.504492901,43.7557874606
1994/01/24,1994,-79.5113028587,43.7557903168
1994/10/12,1994,-79.4384224051,43.7557957454
1994/12/23,1994,-79.5046064743,43.7558034305
1992/02/19,1992,-79.5118828595,43.7558077103
1995/12/28,1995,-79.4537155135,43.7558162444
1992/06/30,1992,-79.4578448408,43.7558180458
2002/09/23,2002,-79.4257747575,43.7558251474
2007/08/11,2007,-79.4384296388,43.7558262274
1992/12/14,1992,-79.425761121,43.7558262457
2001/01/16,2001,-79.4256000097,43.7558347193
2014/03/03,2014,-79.5047797283,43.7558347592
2005/03/20,2005,-79.4514352168,43.7558398851
1993/10/04,1993,-79.5008912703,43.7558431967
1997/02/08,1997,-79.4906503825,43.7558479164
1991/11/17,1991,-79.5049759805,43.7558704652
2004/10/13,2004,-79.4709292775,43.755880741
1991/03/03,1991,-79.4533435423,43.7559009157
1997/11/05,1997,-79.4250191096,43.7559077451
2012/10/21,2012,-79.513852,43.7559333587
2000/02/08,2000,-79.5122139902,43.755940808
1998/01/26,1998,-79.4953502797,43.7559720718
1998/12/19,1998,-79.5105650817,43.7559730515
1999/02/04,1999,-79.5008179666,43.7559849218
1992/10/26,1992,-79.5104576313,43.7559996431
2005/12/15,2005,-79.4609024298,43.7560044356
2010/12/26,2010,-79.460848891,43.7560158139
